source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
Nomination of Dr. Carla Hayden to be Librarian of Congress,"S. Hrg. 114-285 - NOMINATION OF DR. CARLA D. HAYDEN, TO BE LIBRARIAN OF CONGRESS",2016-04-20T00:00:00,Nomination of Dr. Carla Hayden to be Librarian of Congress,2016,114,Hearing,218,,1
Nomination of Federal Energy Regulatory Commission,S. Hrg. 113-514 - HONORABLE NOMINATION,2014-12-04T00:00:00,Nomination of Federal Energy Regulatory Commission,2014,113,Hearing,208,,1
Nomination of Gary Locke to Be U.S. Secretary of Commerce,S. Hrg. 111-389 - Nomination of Hon. Gary F. Locke to Be Secretary of the U.s. Department of Commerce,2009-03-18T00:00:00,Nomination of Gary Locke to Be U.S. Secretary of Commerce,2009,111,Hearing,207,,1
Nomination of General Eric Shinseki to be Secretary of Veterans Affairs,"S. Hrg. 111-87 - HEARING ON THE PRESUMPTIVE NOMINATION OF GENERAL ERIC K. SHINSEKI, TO BE SECRETARY OF VETERANS...",2009-01-14T00:00:00,Nomination of General Eric Shinseki to be Secretary of Veterans Affairs,2009,111,Hearing,221,,1
"Nomination of George ""Sonny"" Perdue",S. Hrg. 115-169 - Nomination of George ``sonny'' Perdue to Be Secretary of U.S. Department of Agriculture,2017-03-23T00:00:00,"Nomination of George ""Sonny"" Perdue",2017,115,Hearing,202,,1
Nomination of Glen Smith and Stephen Vaden,,2017-11-09T00:00:00,Nomination of Glen Smith and Stephen Vaden,2017,115,Hearing,202,,1
Nomination of Gregory Ibach and William Northey,,2017-10-05T00:00:00,Nomination of Gregory Ibach and William Northey,2017,115,Hearing,202,,1
Nomination of J. Christopher Giancarlo,,2017-06-22T00:00:00,Nomination of J. Christopher Giancarlo,2017,115,Hearing,202,,1
Nomination of Keith Kelly to be Assistant Secretary of Labor for Veterans’ Employment and Training and William S. Greenberg to be a Judge of the United States Court of Appeals for Veterans Claims,S. Hrg. 112-730 - Hearing on Pending Nominations,2012-12-12T00:00:00,Nomination of Keith Kelly to be Assistant Secretary of Labor for Veterans’ Employment and Training and William S. Greenberg to be a Judge of the United States Court of Appeals for Veterans Claims,2012,112,Hearing,221,,1
"Nomination of Larry J. Echo Hawk to be Assistant Secretary-Indian Affairs, U.S. Department of the Interior","S. Hrg. 111-97 - NOMINATION OF LARRY J. ECHO HAWK TO BE ASSISTANT SECRETARY FOR INDIAN AFFAIRS, U.S. DEPARTMENT OF...",2009-05-07T14:15:00,"Nomination of Larry J. Echo Hawk to be Assistant Secretary-Indian Affairs, U.S. Department of the Interior",2009,111,Hearing,215,,2
Nomination of Linda E. McMahon to be Administrator of the Small Business Administration,"S. Hrg. 115-20 - Nomination of Linda E. Mcmahon, to Be Administrator of the Small Business Administration",2017-01-24T00:00:00,Nomination of Linda E. McMahon to be Administrator of the Small Business Administration,2017,115,Hearing,219,,1
Nomination of Lisa Afua Serwah Mensah,"S. Hrg. 113-562 - THE NOMINATION OF LISA AFUA SERWAH MENSAH, OF MARYLAND, TO BE UNDER SECRETARY OF AGRICULTURE FOR...",2014-09-10T00:00:00,Nomination of Lisa Afua Serwah Mensah,2014,113,Hearing,202,,1
Nomination of Margaret Bartley to be Judge of United States Court of Appeals for Veterans Claims and Coral Wong Pietsch to be Judge of United States Court of Appeals for Veterans Claims,"S. Hrg. 112-510 - Nominations of the 112th Congress, Second Session",2012-03-28T00:00:00,Nomination of Margaret Bartley to be Judge of United States Court of Appeals for Veterans Claims and Coral Wong Pietsch to be Judge of United States Court of Appeals for Veterans Claims,2012,112,Hearing,221,,1
"Nomination of Ramona Emilia Romero, General Counsel USDA","S. Hrg. 111-1029 - Nomination of Ramona Emilia Romero, of Pennsylvania to Be General Counsel, U.s. Department of...",2010-12-09T00:00:00,"Nomination of Ramona Emilia Romero, General Counsel USDA",2010,111,Hearing,202,,1
Nomination of Raymond Jefferson to be the Assistant Secretary for Veterans' Employment and Training; and Joan M. Mooney to be the Assistant Secretary of Veterans Affairs for Congressional and Legislative Affairs,"S. Hrg. 111-87, Part 2 - Nomination Hearings of the 111th Congress: Part 2",2009-07-22T00:00:00,Nomination of Raymond Jefferson to be the Assistant Secretary for Veterans' Employment and Training; and Joan M. Mooney to be the Assistant Secretary of Veterans Affairs for Congressional and Legislative Affairs,2009,111,Hearing,221,,1
"Nomination of Rostin Behnam, Brian D. Quintenz, and Dawn DeBerry Stump",,2017-07-27T00:00:00,"Nomination of Rostin Behnam, Brian D. Quintenz, and Dawn DeBerry Stump",2017,115,Hearing,202,,1
Nomination of Stephen Censky and Ted McKinney,,2017-09-19T00:00:00,Nomination of Stephen Censky and Ted McKinney,2017,115,Hearing,202,,1
Nomination of Tara Mac Lean Sweeney of Alaska to serve as the Assistant Secretary for Indian Affairs at the Department of the Interior,"S. Hrg. 115-291 - Nomination of Tara Mac Lean Sweeney of Alaska to Be Assistant Secretary, Indian Affairs, U.S...",2018-05-09T00:00:00,Nomination of Tara Mac Lean Sweeney of Alaska to serve as the Assistant Secretary for Indian Affairs at the Department of the Interior,2018,115,Hearing,215,,1
Nomination of Thomas Sowers II to be Assistant Secretary of Veterans Affairs (Public and Intergovernmental Affairs),"S. Hrg. 112-510 - Nominations of the 112th Congress, Second Session",2012-07-18T00:00:00,Nomination of Thomas Sowers II to be Assistant Secretary of Veterans Affairs (Public and Intergovernmental Affairs),2012,112,Hearing,221,,1
Nomination of W. Scott Gould to be Deputy Secretary of Veterans Affairs and the nomination of L. Tammy Duckworth to be an Assistant Secretary of Veterans Affairs for Public and Intergovernmental Affairs,,2009-04-01T00:00:00,Nomination of W. Scott Gould to be Deputy Secretary of Veterans Affairs and the nomination of L. Tammy Duckworth to be an Assistant Secretary of Veterans Affairs for Public and Intergovernmental Affairs,2009,111,Hearing,221,,1
Nomination of William J. Boarman to be the Public Printer,S. Hrg. 111-1125 - Compilation of Hearings and Markups,2010-05-25T00:00:00,Nomination of William J. Boarman to be the Public Printer,2010,111,Hearing,218,,1
"Nomination of Yvette Roubideaux to be Director of the Indian Health Service, U.S. Department of Health and Human Services",S. Hrg. 111-88 - NOMINATION OF YVETTE D. ROUBIDEAUX TO BE DIRECTOR OF THE INDIAN HEALTH SERVICE,2009-04-23T14:15:00,"Nomination of Yvette Roubideaux to be Director of the Indian Health Service, U.S. Department of Health and Human Services",2009,111,Hearing,215,,2
"Nomination of Yvette Roubideaux to be Director of the Indian Health Service, U.S. Department of Health and Human Services. (Reappointment)",S. Hrg. 113-94 - Nomination of Yvette Roubideaux to Be Director of the Indian Health Service,2013-06-12T14:30:00,"Nomination of Yvette Roubideaux to be Director of the Indian Health Service, U.S. Department of Health and Human Services. (Reappointment)",2013,113,Hearing,215,,2
Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States,,2018-09-04T00:00:00,Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States,2018,115,Hearing,217,,1
Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 2),,2018-09-05T00:00:00,Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 2),2018,115,Hearing,217,,1
Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 3),,2018-09-06T00:00:00,Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 3),2018,115,Hearing,217,,1
Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 4),,2018-09-07T00:00:00,Nomination of the Honorable Brett M. Kavanaugh to be an Associate Justice of the Supreme Court of the United States (Day 4),2018,115,Hearing,217,,1
Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States,S. Hrg. 115-208 - Confirmation Hearing on the Nomination of Hon. Neil M. Gorsuch to Be An Associate Justice of the...,2017-03-20T00:00:00,Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States,2017,115,Hearing,217,,1
Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 2),S. Hrg. 115-208 - Confirmation Hearing on the Nomination of Hon. Neil M. Gorsuch to Be An Associate Justice of the...,2017-03-21T00:00:00,Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 2),2017,115,Hearing,217,,1
Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 3),S. Hrg. 115-208 - Confirmation Hearing on the Nomination of Hon. Neil M. Gorsuch to Be An Associate Justice of the...,2017-03-22T00:00:00,Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 3),2017,115,Hearing,217,,1
Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 4),S. Hrg. 115-208 - Confirmation Hearing on the Nomination of Hon. Neil M. Gorsuch to Be An Associate Justice of the...,2017-03-23T00:00:00,Nomination of the Honorable Neil M. Gorsuch to be an Associate Justice of the Supreme Court of the United States (Day 4),2017,115,Hearing,217,,1
Nomination: Breedlove,"S. Hrg. 113-270 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, FIRST SESSION, 113TH CONGRESS",2013-04-11T00:00:00,Nomination: Breedlove,2013,113,Hearing,204,,1
Nomination: Carter,"S. Hrg. 112-419 - Nominations Before the Senate Armed Services Committee, First Session, 112th Congress",2011-09-13T00:00:00,Nomination: Carter,2011,112,Hearing,204,,1
Nomination: Dempsey,"S. Hrg. 112-419 - Nominations Before the Senate Armed Services Committee, First Session, 112th Congress",2011-07-26T00:00:00,Nomination: Dempsey,2011,112,Hearing,204,,1
Nomination: Dunford,"S. Hrg. 112-745 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 112TH CONGRESS",2012-11-15T00:00:00,Nomination: Dunford,2012,112,Hearing,204,,1
Nomination: Hagel,"S. Hrg. 113-270 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, FIRST SESSION, 113TH CONGRESS",2013-01-31T00:00:00,Nomination: Hagel,2013,113,Hearing,204,,1
Nomination: Hagel,"S. Hrg. 113-270 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, FIRST SESSION, 113TH CONGRESS",2013-02-12T00:00:00,Nomination: Hagel,2013,113,Hearing,204,,1
Nomination: Hyten,,2016-09-20T00:00:00,Nomination: Hyten,2016,114,Hearing,204,,1
Nomination: Wilson,,2017-03-30T00:00:00,Nomination: Wilson,2017,115,Hearing,204,,1
Nominations,,2009-03-26T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-04-01T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-04-22T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-04-29T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-05-12T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-05-13T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-06-03T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-06-09T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-06-16T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-06-18T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-06-24T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-06-24T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-07-07T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-07-08T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-07-15T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-07-16T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-07-23T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-07-28T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-09-09T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-10-07T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-10-21T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-11-04T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,,2009-11-05T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-11-19T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2009-12-01T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,,2010-02-24T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,,2010-03-10T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,,2010-04-28T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,,2010-06-29T00:00:00,Nominations,2010,111,Hearing,212,,1
Nominations,,2010-07-28T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,,2011-03-16T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-06-08T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-06-22T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-07-13T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-09-07T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-09-20T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-10-04T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-11-02T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2011-11-16T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,,2012-02-15T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,,2012-05-09T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,,2012-06-27T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,,2013-06-19T00:00:00,Nominations,2013,113,Hearing,212,,1
Nominations,,2013-11-07T00:00:00,Nominations,2013,113,Hearing,212,,1
Nominations,,2014-02-11T00:00:00,Nominations,2014,113,Hearing,217,,1
Nominations,,2014-02-13T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2014-02-25T00:00:00,Nominations,2014,113,Hearing,217,,1
Nominations,,2014-03-06T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2014-07-10T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2014-07-15T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2014-07-17T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2014-12-02T00:00:00,Nominations,2014,113,Hearing,212,,1
Nominations,,2015-01-21T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-03-11T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-05-06T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-06-10T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-07-22T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,,2015-07-22T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-09-30T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-10-21T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-10-28T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,,2015-11-03T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,,2015-11-04T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2015-12-09T00:00:00,Nominations,2015,114,Hearing,217,,1
Nominations,,2016-01-27T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2016-04-20T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2016-05-18T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2016-06-21T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2016-07-13T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2016-09-07T00:00:00,Nominations,2016,114,Hearing,217,,1
Nominations,,2017-02-16T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-03-07T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-04-26T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-04-26T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-05-02T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-05-09T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-05-10T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-05-17T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-05-24T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-06-14T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-06-15T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-06-28T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-07-11T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-07-18T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-07-19T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-07-20T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-08-01T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-09-12T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-09-20T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-09-27T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-10-03T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-10-04T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-10-04T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-10-05T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-10-17T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-10-18T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-11-01T00:00:00,Nominations,2017,115,Hearing,212,,1
Nominations,,2017-11-01T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-11-15T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-11-29T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2017-12-13T00:00:00,Nominations,2017,115,Hearing,217,,1
Nominations,,2018-01-10T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-01-24T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-02-14T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-02-15T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-02-27T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-03-01T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-03-07T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-03-07T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-03-21T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-04-11T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-04-11T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-04-25T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-04-27T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-05-09T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-05-09T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-05-23T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-06-06T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-06-13T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-06-14T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-06-20T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-06-21T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-06-28T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-07-11T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-08-01T00:00:00,Nominations,2018,115,Hearing,212,,1
Nominations,,2018-08-01T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,,2018-08-22T00:00:00,Nominations,2018,115,Hearing,217,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-01-15T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-03-26T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-04-28T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-05-12T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-06-02T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-06-10T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-07-09T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-07-30T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-10-22T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-362 - Nominations Before the Senate Armed Services Committee, First Session, 111th Congress",2009-12-17T00:00:00,Nominations,2009,111,Hearing,204,,1
Nominations,"S. Hrg. 111-695, Part 2 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2009-04-29T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,"S. Hrg. 111-695, Part 3 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2009-07-29T00:00:00,Nominations,2009,111,Hearing,217,,1
Nominations,"S. Hrg. 111-695, Part 5 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2010-01-20T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,"S. Hrg. 111-695, Part 6 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2010-04-22T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,S. Hrg. 111-834 - THE ESPIONAGE STATUTES: A LOOK BACK AND A LOOK FORWARD,2010-05-13T00:00:00,Nominations,2010,111,Hearing,217,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-03-23T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-04-15T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-06-24T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-07-27T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-08-03T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-09-21T00:00:00,Nominations,2010,111,Hearing,204,,1
Nominations,S. Hrg. 111-928 - Nominations,2009-01-22T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,S. Hrg. 111-932 - Nomination,2009-06-09T00:00:00,Nominations,2009,111,Hearing,212,,1
Nominations,S. Hrg. 112-158 - Nomination Hearing on U.s. Circuit and U.s. District Judges,2011-02-16T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-419 - Nominations Before the Senate Armed Services Committee, First Session, 112th Congress",2011-03-03T00:00:00,Nominations,2011,112,Hearing,204,,1
Nominations,"S. Hrg. 112-430 - Donald B. Verrilli, Jr., of Connecticut, Nominee to Be Solicitor General of the United States...",2011-03-30T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-629 - Nomination of William Joseph Baer, of Maryland, Nominee to Be Assistant Attorney General...",2012-07-26T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 1 - Confirmation Hearings on Federal Appointments",2011-02-02T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 2 - CONFIRMATION HEARINGS ON FEDEAL APPOINTMENTS, PART 2",2011-05-04T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 3 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2011-05-24T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 4 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2011-07-27T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 5 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2011-10-19T00:00:00,Nominations,2011,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 6 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2012-01-26T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 7 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2012-03-14T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,"S. Hrg. 112-72, Part 8 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS",2012-06-06T00:00:00,Nominations,2012,112,Hearing,217,,1
Nominations,"S. Hrg. 113-515, Part 7 - Confirmation Hearings on Federal Appointments",2014-01-08T00:00:00,Nominations,2014,113,Hearing,217,,1
Nominations,"S. Hrg. 113-611 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 113TH CONGRESS",2014-06-19T00:00:00,Nominations,2014,113,Hearing,204,,1
Nominations,"S. Hrg. 113-611 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 113TH CONGRESS",2014-07-10T00:00:00,Nominations,2014,113,Hearing,204,,1
Nominations,"S. Hrg. 113-611 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 113TH CONGRESS",2014-12-02T00:00:00,Nominations,2014,113,Hearing,204,,1
Nominations,"S. Hrg. 113-850 - Confirmation Hearing on the Nomination of James B. Comey, Jr., to Be Director of the Federal...",2013-07-09T00:00:00,Nominations,2013,113,Hearing,217,,1
Nominations,S. Hrg. 114-567 - NOMINATION OF HONORABLE ASHTON B. CARTER TO BE SECRETARY OF DEFENSE,2015-07-14T00:00:00,Nominations,2015,114,Hearing,204,,1
