DATE,NAME,COMMITTEE,CATEGORY
2014-02-26,ENFORCING THE PRESIDENT'S CONSTITUTIONAL DUTY TO FAITHFULLY EXECUTE THE LAWS,House Committee on Judiciary,Fact Finding
2014-02-11,ASYLUM FRAUD: ABUSING AMERICA'S COMPASSION?,House Committee on Judiciary,Fact Finding
2014-02-04,EXAMINING RECOMMENDATIONS TO REFORM FISA AUTHORITIES,House Committee on Judiciary,Fact Finding
2014-01-28,THE SCOPE OF FAIR USE,House Committee on Judiciary,Fact Finding
2014-01-28,TOP MANAGEMENT CHALLENGES: GRANT MANAGEMENT AT THE U.S. DEPARTMENT OF JUSTICE,House Committee on Judiciary,Policy
2014-01-14,THE SCOPE OF COPYRIGHT PROTECTION,House Committee on Judiciary,Fact Finding
2013-12-12,ASYLUM ABUSE: IS IT OVERWHELMING OUR BORDERS?,House Committee on Judiciary,Fact Finding
2013-12-03,THE PRESIDENT'S CONSTITUTIONAL DUTY TO FAITHFULLY EXECUTE THE LAWS,House Committee on Judiciary,Fact Finding
2013-11-19,RISE OF INNOVATIVE BUSINESS MODELS: CONTENT DELIVERY METHODS IN THE DIGITAL AGE,House Committee on Judiciary,Fact Finding
2013-11-14,REGULATORY CRIME: SOLUTIONS,House Committee on Judiciary,Fact Finding
2013-11-13,IMPLEMENTATION OF AN ENTRY-EXIT SYSTEM: STILL WAITING AFTER ALL THESE YEARS,House Committee on Judiciary,Policy
2013-10-30,REGULATORY CRIME: IDENTIFYING THE SCOPE OF THE PROBLEM,House Committee on Judiciary,Fact Finding
2013-10-29,ARE MORE JUDGES ALWAYS THE ANSWER?,House Committee on Judiciary,Fact Finding
2013-10-29,INNOVATION ACT,House Committee on Judiciary,Legislative
2013-09-19,FEDERAL BUREAU OF PRISONS,House Committee on Judiciary,Policy
2013-09-18,ROLE OF VOLUNTARY AGREEMENTS IN THE U.S. INTELLECTUAL PROPERTY SYSTEM,House Committee on Judiciary,Fact Finding
2013-09-10,SATELLITE TELEVISION LAWS IN TITLE 17,House Committee on Judiciary,Fact Finding
2013-07-25,INNOVATION IN AMERICA (PART I AND II),House Committee on Judiciary,Fact Finding
2013-07-23,ADDRESSING THE IMMIGRATION STATUS OF ILLEGAL IMMIGRANTS BROUGHT TO THE UNITED STATES AS CHILDREN,House Committee on Judiciary,Fact Finding
2013-07-19,MENS REA: THE NEED FOR A MEANINGFUL INTENT REQUIREMENT IN FEDERAL CRIMINAL LAW,House Committee on Judiciary,Fact Finding
2013-07-17,THE ADMINISTRATION'S USE OF FISA AUTHORITIES,House Committee on Judiciary,Policy
2013-06-14,DEFINING THE PROBLEM AND SCOPE OF OVER-CRIMINALIZATION AND OVER-FEDERALIZATION,House Committee on Judiciary,Fact Finding
2013-06-13,OVERSIGHT OF THE FEDERAL BUREAU OF INVESTIGATION,House Committee on Judiciary,Fact Finding
2013-06-13,STRENGTHEN AND FORTIFY ENFORCEMENT (SAFE) ACT,House Committee on Judiciary,Legislative
2013-06-06,UNLOCKING CONSUMER CHOICE AND WIRELESS COMPETITION ACT,House Committee on Judiciary,Fact Finding
2013-06-04,DEPARTMENT OF JUSTICE'S HANDLING OF KNOWN OR SUSPECTED TERRORISTS ADMITTED INTO THE FEDERAL WITNESS SECURITY PROGRAM,House Committee on Judiciary,Agency Conduct
2013-05-22,PROTECTING U.S. CITIZENS' CONSTITUTIONAL RIGHTS DURING THE WAR ON TERROR,House Committee on Judiciary,Fact Finding
2013-05-22,S. 744 AND THE IMMIGRATION REFORM AND CONTROL ACT OF 1986: LESSONS LEARNED OR MISTAKES REPEATED?,House Committee on Judiciary,Legislative
2013-05-17,EYES IN THE SKY: THE DOMESTIC USE OF UNMANNED AERIAL SYSTEMS,House Committee on Judiciary,Fact Finding
2013-05-16,A CASE STUDY FOR CONSENSUS BUILDING: THE COPYRIGHT PRINCIPLES PROJECT,House Committee on Judiciary,Fact Finding
2013-05-16,AGRICULTURAL GUESTWORKER ACT,House Committee on Judiciary,Legislative
2013-05-16,LEGAL WORKFORCE ACT,House Committee on Judiciary,Legislative
2013-05-15,UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Fact Finding
2013-05-07,Serial No. 113-23 (Committee on Oversight and Government Reform) and Serial No. 113-6 (Committee on Judiciary) - DOJ'S QUID PRO QUO WITH ST. PAUL: A WHISTLEBLOWER'S PERSPECTIVE,House Committee on Judiciary,Agency Conduct
2013-04-25,AN EXAMINATION OF THE JUDICIAL CONDUCT AND DISABILITY SYSTEM,House Committee on Judiciary,Fact Finding
2013-04-25,ELECTRONIC COMMUNICATIONS PRIVACY ACT (ECPA) (PART II): GEOLOCATION PRIVACY AND SURVEILLANCE,House Committee on Judiciary,Legislative
2013-04-16,ABUSIVE PATENT LITIGATION: THE ISSUES IMPACTING AMERICAN COMPETITIVENESS AND JOB CREATION AT THE INTERNATIONAL TRADE COMMISSION AND BEYOND,House Committee on Judiciary,Fact Finding
2013-04-16,MISMANAGEMENT AT THE CIVIL RIGHTS DIVISION OF THE DEPARTMENT OF JUSTICE,House Committee on Judiciary,Agency Conduct
2013-04-10,LUXURY JETS AND EMPTY PRISONS: WASTEFUL AND DUPLICATIVE SPENDING AT THE DEPARTMENT OF JUSTICE,House Committee on Judiciary,Agency Conduct
2013-03-20,THE REGISTER'S CALL FOR UPDATES TO U.S. COPYRIGHT LAW,House Committee on Judiciary,Fact Finding
2013-03-19,ECPA (PART I): LAWFUL ACCESS TO STORED CONTENT,House Committee on Judiciary,Fact Finding
2013-03-19,RELEASE OF CRIMINAL DETAINEES BY U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT: POLICY OR POLITICS?,House Committee on Judiciary,Fact Finding
2013-03-14,"ABUSIVE PATENT LITIGATION: THE IMPACT ON AMERICAN INNOVATION AND JOBS, AND POTENTIAL SOLUTIONS",House Committee on Judiciary,Fact Finding
2013-03-14,SEPARATION OF NUCLEAR FAMILIES UNDER U.S. IMMIGRATION LAW,House Committee on Judiciary,Fact Finding
2013-03-13,INVESTIGATING AND PROSECUTING 21ST CENTURY CYBER THREATS,House Committee on Judiciary,Policy
2013-03-05,ENHANCING AMERICAN COMPETITIVENESS THROUGH SKILLED IMMIGRATION,House Committee on Judiciary,Fact Finding
2013-02-27,DRONES AND THE WAR ON TERROR: WHEN CAN THE U.S. TARGET ALLEGED AMERICAN TERRORISTS OVERSEAS?,House Committee on Judiciary,Fact Finding
2013-02-27,HOW E-VERIFY WORKS AND HOW IT BENEFITS AMERICAN EMPLOYERS AND WORKERS,House Committee on Judiciary,Fact Finding
2013-02-26,AGRICULTURAL LABOR: FROM H-2A TO A WORKABLE AGRICULTURAL GUESTWORKER PROGRAM,House Committee on Judiciary,Policy
2013-02-05,ERICA'S IMMIGRATION SYSTEM: OPPORTUNITIES FOR LEGAL IMMIGRATION AND ENFORCEMENT OF LAWS AGAINST ILLEGAL IMMIGRATION,House Committee on Judiciary,Fact Finding
2012-09-20,REGULATION NATION: THE OBAMA ADMINISTRATION'S REGULATORY EXPANSION VS. JOBS AND ECONOMIC RECOVERY,House Committee on Judiciary,Policy
2012-09-12,OBAMA ADMINISTRATION'S ABUSE OF POWER,House Committee on Judiciary,Policy
2012-07-25,BEYOND THE STREETS: AMERICA'S EVOLVING GANG THREAT,House Committee on Judiciary,Fact Finding
2012-07-24,AFTERMATH OF FRAUD BY IMMIGRATION ATTORNEYS,House Committee on Judiciary,Policy
2012-07-24,MARKETPLACE EQUITY ACT OF 2011,House Committee on Judiciary,Legislative
2012-07-19,DEPARTMENT OF HOMELAND SECURITY,House Committee on Judiciary,Fact Finding
2012-07-12,CLEARING THE WAY FOR JOBS AND GROWTH: RETROSPECTIVE REVIEW TO REDUCE RED TAPE AND REGULATIONS,House Committee on Judiciary,Fact Finding
2012-07-11,NATIONAL SECURITY LEAKS AND THE LAW,House Committee on Judiciary,Fact Finding
2012-06-28,IDENTITY THEFT AND INCOME TAX PREPARATION FRAUD,House Committee on Judiciary,Policy
2012-06-20,CHINESE MEDIA RECIPROCITY ACT OF 2011,House Committee on Judiciary,Legislative
2012-06-20,DRUG ENFORCEMENT ADMINISTRATION,House Committee on Judiciary,Policy
2012-06-07,UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Fact Finding
2012-05-31,"DEPARTMENT OF JUSTICEâ€”CIVIL, ENVIRONMENT AND NATURAL RESOURCES, AND TAX DIVISIONS",House Committee on Judiciary,Policy
2012-05-31,FISA AMENDMENTS ACT OF 2008,House Committee on Judiciary,Legislative
2012-05-31,TO AMEND PUBLIC LAW 89-732 TO MODIFY THE REQUIREMENT FOR A CUBAN NATIONAL TO QUALIFY FOR AND MAINTAIN STATUS AS A PERMANENT RESIDENT,House Committee on Judiciary,Legislative
2012-05-17,GEOLOCATIONAL PRIVACY AND SURVEILLANCE (GPS) ACT,House Committee on Judiciary,Legislative
2012-05-17,WELCOMING BUSINESS TRAVELERS AND TOURISTS TO AMERICA ACT OF 2011,House Committee on Judiciary,Legislative
2012-05-16,IMPLEMENTATION OF THE LEAHY-SMITH AMERICA INVENTS ACT,House Committee on Judiciary,Policy
2012-05-10,FURTHERING ASBESTOS CLAIM TRANSPARENCY (FACT) ACT OF 2012,House Committee on Judiciary,Legislative
2012-05-09,FEDERAL BUREAU OF INVESTIGATION,House Committee on Judiciary,Fact Finding
2012-04-25,RESPONSIBLY AND PROFESSIONALLY INVIGORATING DEVELOPMENT (RAPID) ACT OF 2012,House Committee on Judiciary,Legislative
2012-04-25,UTILIZING DNA TECHNOLOGY TO SOLVE COLD CASES ACT OF 2011,House Committee on Judiciary,Legislative
2012-04-19,PROSECUTION OF FORMER SENATOR TED STEVENS,House Committee on Judiciary,Agency Conduct
2012-04-18,DOCUMENT FRAUD IN EMPLOYMENT AUTHORIZATION: HOW AN E-VERIFY REQUIREMENT CAN HELP,House Committee on Judiciary,Fact Finding
2012-03-28,HOLIDAY ON ICE: THE U.S. DEPARTMENT OF HOMELAND SECURITY'S NEW IMMIGRATION DETENTION STANDARDS,House Committee on Judiciary,Policy
2012-03-28,"SAFE DOSES ACT, THE COUNTERFEIT DRUG PENALTY ENHANCEMENT ACT OF 2011, AND THE FOREIGN COUNTERFEIT PREVENTION ACT",House Committee on Judiciary,Legislative
2012-03-21,OFFICE OF INFORMATION AND REGULATORY AFFAIRS: FEDERAL REGULATIONS AND REGULATORY REFORM UNDER THE OBAMA ADMINISTRATION,House Committee on Judiciary,Agency Conduct
2012-03-21,SECURE IDENTIFICATION: THE REAL ID ACT'S MINIMUM STANDARDS FOR DRIVER'S LICENSES AND IDENTIFICATION CARDS,House Committee on Judiciary,Policy
2012-03-07,PRESCRIPTION DRUG ABUSE EPIDEMIC IN AMERICA,House Committee on Judiciary,Fact Finding
2012-03-05,SECURITY IN BONDING ACT OF 2011,House Committee on Judiciary,Legislative
2012-02-29,U.S. DEPARTMENT OF JUSTICE COMMUNITY ORIENTED POLICING SERVICES OFFICE,House Committee on Judiciary,Policy
2012-02-28,EXECUTIVE OVERREACH: THE HHS MANDATE VERSUS RELIGIOUS LIBERTY,House Committee on Judiciary,Fact Finding
2012-02-27,REGULATORY FREEZE FOR JOBS ACT OF 2012,House Committee on Judiciary,Legislative
2012-02-16,U.S. DEPARTMENT OF JUSTICE OFFICE ON VIOLENCE AGAINST WOMEN,House Committee on Judiciary,Policy
2012-02-15,EXECUTIVE OVERREACH: THE PRESIDENT'S UNPRECEDENTED ``RECESS'' APPOINTMENTS,House Committee on Judiciary,Fact Finding
2012-02-15,SAFEGUARDING THE INTEGRITY OF THE IMMIGRATION BENEFITS ADJUDICATION PROCESS,House Committee on Judiciary,Fact Finding
2012-02-09,REGIONAL PERSPECTIVES ON AGRICULTURAL GUESTWORKER PROGRAMS,House Committee on Judiciary,Fact Finding
2012-02-08,COMBATING TRANSNATIONAL ORGANIZED CRIME: INTERNATIONAL MONEY LAUNDERING AS A THREAT TO OUR FINANCIAL SYSTEMS,House Committee on Judiciary,Fact Finding
2012-02-03,"FEDERAL CONSENT DECREE FAIRNESS ACT, AND THE SUNSHINE FOR REGULATORY DECREES AND SETTLEMENTS ACT OF 2012",House Committee on Judiciary,Legislative
2012-02-01,END DISCRIMINATORY STATE TAXES FOR AUTOMOBILE RENTERS ACT OF 2011,House Committee on Judiciary,Legislative
2011-12-13,CRIMINAL CODE MODERNIZATION AND SIMPLIFICATION ACT OF 2011,House Committee on Judiciary,Legislative
2011-12-08,UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Fact Finding
2011-12-07,VISA WAIVER PROGRAM OVERSIGHT: RISKS AND BENEFITS OF THE PROGRAM,House Committee on Judiciary,Policy
2011-11-30,CONSTITUTIONAL LIMITATIONS ON STATES' AUTHORITY TO COLLECT SALES TAXES IN E-COMMERCE,House Committee on Judiciary,Fact Finding
2011-11-30,IS SECURE COMMUNITIES KEEPING OUR COMMUNITIES SECURE?,House Committee on Judiciary,Policy
2011-11-16,STOP ONLINE PIRACY ACT,House Committee on Judiciary,Legislative
2011-11-15,CYBER SECURITY: PROTECTING AMERICA'S NEW FRONTIER,House Committee on Judiciary,Fact Finding
2011-11-15,RECOGNITION AND ENFORCEMENT OF FOREIGN JUDGMENTS,House Committee on Judiciary,Fact Finding
2011-11-04,21ST CENTURY LAW ENFORCEMENT: HOW SMART POLICING TARGETS CRIMINAL BEHAVIOR,House Committee on Judiciary,Fact Finding
2011-11-02,CHINA DEMOCRACY PROMOTION ACT OF 2011,House Committee on Judiciary,Legislative
2011-11-02,UNITED STATES DEPARTMENT OF JUSTICE OFFICE OF JUSTICE PROGRAMS,House Committee on Judiciary,Policy
2011-10-26,DEPARTMENT OF HOMELAND SECURITY,House Committee on Judiciary,Fact Finding
2011-10-25,REGULATORY ACCOUNTABILITY ACT OF 2011,House Committee on Judiciary,Legislative
2011-10-12,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT: PRIORITIES AND THE RULE OF LAW,House Committee on Judiciary,Policy
2011-10-12,UNCERTAIN JUSTICE: THE STATUS OF FEDERAL SENTENCING AND THE U.S. SENTENCING COMMISSION SIX YEARS AFTER U.S. V. BOOKER,House Committee on Judiciary,Policy
2011-10-11,GOVERNMENT LITIGATION SAVINGS ACT,House Committee on Judiciary,Legislative
2011-10-05,``STEM'' THE TIDE: SHOULD AMERICA TRY TO PREVENT AN EXODUS OF FOREIGN GRADUATES OF U.S. UNIVERSITIES WITH ADVANCED SCIENCE DEGREES?,House Committee on Judiciary,Fact Finding
2011-10-05,IMPLEMENTATION OF CERTAIN INTERNATIONAL NUCLEAR AND MARITIME TERRORISM AGREEMENTS,House Committee on Judiciary,Policy
2011-10-04,A BALANCED BUDGET AMENDMENT TO THE CONSTITUTION,House Committee on Judiciary,Fact Finding
2011-09-14,INVESTOR VISA PROGRAM: KEY TO CREATING AMERICAN JOBS,House Committee on Judiciary,Legislative
2011-09-13,NATIONAL RIGHT-TO-CARRY RECIPROCITY ACT OF 2011,House Committee on Judiciary,Legislative
2011-09-08,AMERICAN SPECIALTY AGRICULTURE ACT,House Committee on Judiciary,Legislative
2011-09-08,CHAPTER 11 BANKRUPTCY VENUE REFORM ACT OF 2011,House Committee on Judiciary,Legislative
2011-07-27,CHAPTER 7 BANKRUPTCY TRUSTEES' RESPONSIBILITIES AND REMUNERATION,House Committee on Judiciary,Fact Finding
2011-07-26,CLEAN-UP GOVERNMENT ACT OF 2011,House Committee on Judiciary,Policy
2011-07-26,HINDER THE ADMINISTRATION'S LEGALIZATION TEMPTATION (HALT) ACT,House Committee on Judiciary,Legislative
2011-07-12,PROTECTING CHILDREN FROM INTERNET PORNOGRAPHERS ACT OF 2011,House Committee on Judiciary,Legislative
2011-07-11,ROLE OF SOCIAL SECURITY ADMINISTRATIVE LAW JUDGES,House Committee on Judiciary,Fact Finding
2011-06-15,LEGAL WORKFORCE ACT,House Committee on Judiciary,Legislative
2011-06-14,FOREIGN CORRUPT PRACTICES ACT,House Committee on Judiciary,Legislative
2011-05-31,FORMAL RULEMAKING AND JUDICIAL REVIEW: PROTECTING JOBS AND THE ECONOMY WITH GREATER REGULATORY TRANSPARENCY AND ACCOUNTABILITY,House Committee on Judiciary,Agency Conduct
2011-05-25,MOBILE WORKFORCE STATE INCOME TAX SIMPLIFICATION ACT OF 2011,House Committee on Judiciary,Legislative
2011-05-24,KEEP OUR COMMUNITIES SAFE ACT,House Committee on Judiciary,Legislative
2011-05-23,DIGITAL GOODS AND SERVICES TAX FAIRNESS ACT OF 2011,House Committee on Judiciary,Legislative
2011-05-11,SECURE VISAS ACT,House Committee on Judiciary,Legislative
2011-05-11,USA PATRIOT ACT: DISPELLING THE MYTHS,House Committee on Judiciary,Legislative
2011-05-04,COST-JUSTIFYING REGULATIONS: PROTECTING JOBS AND THE ECONOMY BY PRESIDENTIAL AND JUDICIAL REVIEW OF COSTS AND BENEFITS,House Committee on Judiciary,Fact Finding
2011-05-03,UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Fact Finding
2011-04-13,H-2A VISA PROGRAM: MEETING THE GROWING NEEDS OF AMERICAN AGRICULTURE?,House Committee on Judiciary,Fact Finding
2011-04-05,JUSTICE FOR AMERICA: USING MILITARY COMMISSIONS TO TRY THE 9/11 CONSPIRATORS,House Committee on Judiciary,Fact Finding
2011-04-05,SAFE FOR AMERICA ACT,House Committee on Judiciary,Legislative
2011-03-31,H-1B VISAS: DESIGNING A PROGRAM TO MEET THE NEEDS OF THE U.S. ECONOMY AND U.S. WORKERS,House Committee on Judiciary,Fact Finding
2011-03-30,PERMANENT PROVISIONS OF THE PATRIOT ACT,House Committee on Judiciary,Legislative
2011-03-29,RAISING THE AGENCIES' GRADES,House Committee on Judiciary,Fact Finding
2011-03-16,FEDERAL BUREAU OF INVESTIGATION,House Committee on Judiciary,Fact Finding
2011-03-15,WIRELESS TAX FAIRNESS ACT OF 2011,House Committee on Judiciary,Legislative
2011-03-10,NEW JOBS IN RECESSION AND RECOVERY: WHO ARE GETTING THEM AND WHO ARE NOT,House Committee on Judiciary,Policy
2011-03-09,REAUTHORIZATION OF THE PATRIOT ACT,House Committee on Judiciary,Legislative
2011-03-08,REGULATIONS FROM THE EXECUTIVE IN NEED OF SCRUTINY ACT OF 2011,House Committee on Judiciary,Legislative
2011-03-01,MAKING IMMIGRATION WORK FOR AMERICAN MINORITIES,House Committee on Judiciary,Fact Finding
2011-02-28,"APA AT 65: IS REFORM NEEDED TO CREATE JOBS, PROMOTE ECONOMIC GROWTH, AND REDUCE COSTS?",House Committee on Judiciary,Fact Finding
2011-02-17,GOING DARK: LAWFUL ELECTRONIC SURVEILLANCE IN THE FACE OF NEW TECHNOLOGIES,House Committee on Judiciary,Fact Finding
2011-02-16,CONSTITUTIONALITY OF THE INDIVIDUAL MANDATE,House Committee on Judiciary,Fact Finding
2011-02-15,REAUTHORIZATION OF THE ADAM WALSH ACT,House Committee on Judiciary,Legislative
2011-02-14,ROLE OF PUBLIC EMPLOYEE PENSIONS IN CONTRIBUTING TO STATE INSOLVENCY AND THE POSSIBILITY OF A STATE BANKRUPTCY CHAPTER,House Committee on Judiciary,Fact Finding
2011-02-10,``REGULATORY FLEXIBILITY IMPROVEMENTS ACT OF 2011''--UNLEASHING SMALL BUSINESSES TO CREATE JOBS,House Committee on Judiciary,Legislative
2011-02-10,E-VERIFY: PRESERVING JOBS FOR AMERICAN WORKERS,House Committee on Judiciary,Fact Finding
2011-01-26,ICE WORKSITE ENFORCEMENT,House Committee on Judiciary,Fact Finding
2011-01-25,DATA RETENTION AS A TOOL FOR INVESTIGATING INTERNET CHILD PORNOGRAPHY AND OTHER INTERNET CRIMES,House Committee on Judiciary,Policy
2011-01-24,REINS ACT--PROMOTING JOBS AND EXPANDING FREEDOM BY REDUCING NEEDLESS REGULATIONS,House Committee on Judiciary,Legislative
2011-01-20,"MEDICAL LIABILITY REFORM: CUTTING COSTS, SPURRING INVESTMENT, CREATING JOBS",House Committee on Judiciary,Fact Finding
2010-12-16,ESPIONAGE ACT AND THE LEGAL AND CONSTITUTIONAL ISSUES RAISED BY WIKILEAKS,House Committee on Judiciary,Fact Finding
2010-12-02,FORECLOSED JUSTICE: CAUSES AND EFFECTS OF THE FORECLOSURE CRISIS (PART I & II),House Committee on Judiciary,Fact Finding
2010-12-01,"ANTITRUST LAWS AND THEIR EFFECTS ON HEALTHCARE PROVIDERS, INSURERS AND PATIENTS",House Committee on Judiciary,Fact Finding
2010-09-30,ROLE OF IMMIGRATION IN STRENGTHENING AMERICA'S ECONOMY,House Committee on Judiciary,Fact Finding
2010-09-29,COMPREHENSIVE ALCOHOL REGULATORY EFFECTIVENESS (CARE) ACT OF 2010,House Committee on Judiciary,Legislative
2010-09-29,"COURTROOM USE: ACCESS TO JUSTICE, EFFECTIVE JUDICIAL ADMINISTRATION, AND COURTROOM SECURITY",House Committee on Judiciary,Fact Finding
2010-09-29,REAUTHORIZATION OF THE SECOND CHANCE ACT,House Committee on Judiciary,Legislative
2010-09-28,"REINING IN OVERCRIMINALIZATION: ASSESSING THE PROBLEM, PROPOSING SOLUTIONS",House Committee on Judiciary,Fact Finding
2010-09-24,[ERRATA] PROTECTING AMERICA'S HARVEST,House Committee on Judiciary,Fact Finding
2010-09-24,PROTECTING AMERICA'S HARVEST,House Committee on Judiciary,Fact Finding
2010-09-22,HOLOCAUST INSURANCE ACCOUNTABILITY ACT OF 2010,House Committee on Judiciary,Legislative
2010-09-16,COMPETITION IN THE EVOLVING DIGITAL MARKETPLACE,House Committee on Judiciary,Fact Finding
2010-09-15,DOMESTIC MINOR SEX TRAFFICKING,House Committee on Judiciary,Fact Finding
2010-07-28,"ONLINE PRIVACY, SOCIAL NETWORKING, AND CRIME VICTIMIZATION",House Committee on Judiciary,Policy
2010-07-27,FEDERAL RULEMAKING AND THE REGULATORY PROCESS,House Committee on Judiciary,Policy
2010-07-27,FEDERAL TRADE COMMISSION'S BUREAU OF COMPETITION AND THE U.S. DEPARTMENT OF JUSTICE'S ANTITRUST DIVISION,House Committee on Judiciary,Policy
2010-07-21,ENSURING JUSTICE FOR VICTIMS OF THE GULF COAST OIL DISASTER,House Committee on Judiciary,Private Sector Oversight
2010-07-15,MEDICAL BANKRUPTCY FAIRNESS ACT,House Committee on Judiciary,Legislative
2010-07-14,ETHICAL IMPERATIVE FOR REFORM OF OUR IMMIGRATION SYSTEM,House Committee on Judiciary,Fact Finding
2010-07-13,IMPACT OF CHINA'S ANTITRUST LAW AND OTHER COMPETITION POLICIES ON U.S. COMPANIES,House Committee on Judiciary,Fact Finding
2010-06-29,ROLE AND OPERATIONS OF THE UNITED STATES SECRET SERVICE,House Committee on Judiciary,Fact Finding
2010-06-24,CIVIL DIVISION OF THE UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Policy
2010-06-17,EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,House Committee on Judiciary,Fact Finding
2010-06-16,COMPETITION IN THE AIRLINE INDUSTRY,House Committee on Judiciary,Fact Finding
2010-06-15,END DISCRIMINATORY STATE TAXES FOR AUTOMOBILE RENTERS ACT OF 2009,House Committee on Judiciary,Legislative
2010-06-15,IS THERE LIFE AFTER TRINKO AND CREDIT SUISSE?: THE ROLE OF ANTITRUST IN REGULATED INDUSTRIES,House Committee on Judiciary,Fact Finding
2010-06-09,COLLATERAL CONSEQUENCES OF CRIMINAL CONVICTIONS: BARRIERS TO REENTRY FOR THE FORMERLY INCARCERATED,House Committee on Judiciary,Fact Finding
2010-06-07,PROPOSED COMBINATION OF COMCAST AND NBC-UNIVERSAL,House Committee on Judiciary,Fact Finding
2010-05-27,LEGAL LIABILITY ISSUES SURROUNDING THE GULF COAST OIL DISASTER,House Committee on Judiciary,Private Sector Oversight
2010-05-26,UNITED STATES v. STEVENS: THE SUPREME COURT'S DECISION INVALIDATING THE CRUSH VIDEO STATUTE,House Committee on Judiciary,Fact Finding
2010-05-25,PROTECTING EMPLOYEES AND RETIREES IN BUSINESS BANKRUPTCIES ACT OF 2010,House Committee on Judiciary,Legislative
2010-05-25,REMOVAL CLARIFICATION ACT OF 2010,House Committee on Judiciary,Legislative
2010-05-25,SENIOR FINANCIAL EMPOWERMENT ACT OF 2009,House Committee on Judiciary,Legislative
2010-05-20,ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,House Committee on Judiciary,Legislative
2010-05-20,RAPE KIT BACKLOGS: FAILING THE TEST OF PROVIDING JUSTICE TO SEXUAL ASSAULT SURVIVORS,House Committee on Judiciary,Fact Finding
2010-05-13,UNITED STATES DEPARTMENT OF JUSTICE,House Committee on Judiciary,Fact Finding
2010-05-11,"CRIMINAL JUSTICE REINVESTMENT ACT OF 2009, AND THE HONEST OPPORTUNITY PROBATION WITH ENFORCEMENT (HOPE) INITIATIVE ACT OF 2009",House Committee on Judiciary,Legislative
2010-05-06,STATE TAXATION: THE ROLE OF CONGRESS IN DEVELOPING APPORTIONMENT STANDARDS,House Committee on Judiciary,Policy
2010-05-05,UNITED STATES PATENT AND TRADEMARK OFFICE,House Committee on Judiciary,Fact Finding
2010-04-28,CREDIT CARD FAIR FEE ACT OF 2009,House Committee on Judiciary,Legislative
2010-04-27,CIVIL ACCESS TO JUSTICE ACT OF 2009,House Committee on Judiciary,Legislative
2010-04-22,PRIVATE STUDENT LOAN BANKRUPTCY FAIRNESS ACT OF 2010,House Committee on Judiciary,Legislative
2010-04-15,STATE TAXATION: THE IMPACT OF CONGRESSIONAL LEGISLATION ON STATE AND LOCAL GOVERNMENT REVENUES,House Committee on Judiciary,Field
2010-03-24,SHARING AND ANALYZING INFORMATION TO PREVENT TERRORISM,House Committee on Judiciary,Fact Finding
2010-03-23,UNITED STATES CITIZENSHIP AND IMMIGRATION SERVICES,House Committee on Judiciary,Fact Finding
2010-03-22,DESIGN PATENTS AND AUTO REPLACEMENT PARTS,House Committee on Judiciary,Fact Finding
2010-03-18,LEGAL ISSUES CONCERNING STATE ALCOHOL REGULATION,House Committee on Judiciary,Policy
2010-03-04,ENFORCEMENT OF THE CRIMINAL LAWS AGAINST MEDICARE AND MEDICAID FRAUD,House Committee on Judiciary,Policy
2010-03-03,DOMESTIC AND INTERNATIONAL TRADEMARK IMPLICATIONS OF HAVANA CLUB AND SECTION 211 OF THE OMNIBUS APPROPRIATIONS ACT OF 1999,House Committee on Judiciary,Legislative
2010-02-25,COMPETITION IN THE MEDIA AND ENTERTAINMENT DISTRIBUTION MARKET,House Committee on Judiciary,Fact Finding
2010-02-23,KEEPING YOUTH SAFE WHILE IN CUSTODY: SEXUAL ASSAULT IN ADULT AND JUVENILE FACILITIES,House Committee on Judiciary,Fact Finding
2010-02-04,STATE TAXATION: THE ROLE OF CONGRESS IN DEFINING NEXUS,House Committee on Judiciary,Fact Finding
2010-01-21,HELP FIND THE MISSING ACT OR BILLY'S LAW,House Committee on Judiciary,Legislative
2010-01-20,ANTITRUST IMPLICATIONS OF AMERICAN NEEDLE v. NFL,House Committee on Judiciary,Fact Finding
2009-12-16,OPEN ACCESS TO COURTS ACT OF 2009,House Committee on Judiciary,Legislative
2009-12-16,PIRACY OF LIVE SPORTS BROADCASTING OVER THE INTERNET,House Committee on Judiciary,Fact Finding
2009-12-16,PROTECTING EMPLOYEES IN AIRLINE BANKRUPTCIES,House Committee on Judiciary,Legislative
2009-12-15,"TO CONSIDER POSSIBLE IMPEACHMENT OF UNITED STATES DISTRICT JUDGE G. THOMAS PORTEOUS, JR. (PART IV)",House Committee on Judiciary,Legislative
2009-12-11,HOME FORECLOSURES: WILL VOLUNTARY MORTGAGE MODIFICATION HELP FAMILIES SAVE THEIR HOMES? (PART II),House Committee on Judiciary,Fact Finding
